"Date","Data","Trend","Seasonal12","Seasonal33","Seasonal33.1","Remainder"
2007-08-01,5.606218608,17.7461991450267,-13.7825586281136,2.45597140621255,-2.16377408953268e-08,-0.813393293487952
2007-09-01,0,17.7068416235574,-15.3636768658904,-1.35356570543572,-2.16377575671759e-08,-0.989599030593492
2007-10-01,19.58603205,17.667484102088,-8.92964595839494,1.62532703579334,-2.16377447811074e-08,9.22286689215137
2007-11-01,47.60052387,17.6281265806186,7.83756515860325,8.45926827082819,-2.16377208187938e-08,13.6755638815877
2007-12-01,69.57445587,17.5887690591493,19.2434197127132,15.7993598182234,-2.16377477787096e-08,16.9429073015519
2008-01-01,70.42171729,17.5494115376799,29.5789790480365,7.9362778722797,-2.16377357512935e-08,15.3570488536417
2008-02-01,21.14986478,17.5100540162105,8.88544383652061,-4.12199258858465,-2.1637785489285e-08,-1.1236404625087
2008-03-01,25.51686199,17.4649900076399,14.3236667904198,2.29225467376711,-2.16377460208565e-08,-8.56404946018912
2008-04-01,8.798190261,17.4199259990693,0.398676605514685,-0.786476437020253,-2.16377565679752e-08,-8.23393588492601
2008-05-01,1.628193833,17.3748619904987,-13.4131149421894,-7.70763139473198,-2.16377664304564e-08,5.3740782010604
2008-06-01,0,17.3297979819281,-15.186317735554,-0.362152115008483,-2.16377388229105e-08,-1.78132810972791
2008-07-01,0,17.2847339733576,-13.5924375062656,-7.94597818820958,-2.16377612494156e-08,4.25368174275543
2008-08-01,0,17.239669964787,-13.7825586281136,-3.65901757339625,-2.16377415059495e-08,0.201906258360612
2008-09-01,0,17.1555220482332,-15.3636768658904,-5.60469488360671,-2.16377712599266e-08,3.81284972290168
2008-10-01,15.47076229,17.0713741316794,-8.92964595839494,3.45072608142688,-2.16377311808754e-08,3.87830805692639
2008-11-01,42.46209041,16.9872262151256,7.83756515860325,8.21198839691021,-2.16377267214796e-08,9.42531066099865
2008-12-01,62.74341067,16.9030782985719,19.2434197127132,14.2912798143444,-2.16376894734971e-08,12.3056328660082
2009-01-01,9.418895001,16.8189303820181,29.5789790480365,-19.3144168293804,-2.16377561146341e-08,-17.6645975780364
2009-02-01,26.36412342,16.7347824654643,8.88544383652061,7.21807641606291,-2.16377352146857e-08,-6.47417927641011
2009-03-01,38.64941402,16.5222307533234,14.3236667904198,22.1238884210829,-2.16377036843518e-08,-14.3203719231885
2009-04-01,10.63683329,16.3096790411825,0.398676605514685,-15.8337919953372,-2.1637795888374e-08,9.76226966027778
