"Date","Data","Trend","Seasonal12","Seasonal38","Remainder"
2007-08-01,5.606218608,17.0193862704066,-9.86342267697375,-8.34149550583821,6.79175052040531
2007-09-01,0,17.0052753789342,-0.43347448606922,-19.5426831292407,2.9708822363758
2007-10-01,19.58603205,16.9911644874617,-6.50717301693474,4.80474202843755,4.29729855103551
2007-11-01,47.60052387,16.9770535959892,18.7209065300952,2.25972327523413,9.64284046868147
2007-12-01,69.57445587,16.9629427045167,18.9340833675931,18.1117565326715,15.5656732652185
2008-01-01,70.42171729,16.9488318130442,29.4025115765983,20.9333365623716,3.13703733798582
2008-02-01,21.14986478,16.9347209215718,-1.96431234502268,8.32282291356715,-2.1433667101162
2008-03-01,25.51686199,16.9190643221803,7.86076238900977,6.66924627581395,-5.93221099700405
2008-04-01,8.798190261,16.9034077227889,-10.0447690972495,2.33284784642912,-0.393296210968497
2008-05-01,1.628193833,16.8877511233975,-20.1143830196998,1.07935266381988,3.77547306548249
2008-06-01,0,16.872094524006,-14.9497187725952,-2.84072358327614,0.918347831865262
2008-07-01,0,16.8564379246146,-11.0410109184937,-8.83340632921134,3.01797932309047
2008-08-01,0,16.8407813252232,-9.86342267697375,-4.99390652747079,-1.98345212077863
2008-09-01,0,16.8089957304759,-0.43347448606922,-6.26794118285243,-10.1075800615543
2008-10-01,15.47076229,16.7772101357287,-6.50717301693474,21.477370912917,-16.2766457417109
2008-11-01,42.46209041,16.7454245409814,18.7209065300952,-8.72685973610986,15.7226190750332
2008-12-01,62.74341067,16.7136389462342,18.9340833675931,26.5365965999424,0.559091756230327
2009-01-01,9.418895001,16.681853351487,29.4025115765983,-16.0812034875143,-20.5842664395709
2009-02-01,26.36412342,16.6500677567397,-1.96431234502268,7.61793660848798,4.06043139979501
2009-03-01,38.64941402,16.5748164127929,7.86076238900977,11.2216382107052,2.9921970074922
2009-04-01,10.63683329,16.499565068846,-10.0447690972495,3.98900251929074,0.19303479911277
2009-05-01,0.522650084,16.4243137248992,-20.1143830196998,1.89293492065626,2.31978445814441
2009-06-01,0.522650084,16.3490623809523,-14.9497187725952,-1.136295311465,0.259601787107847
2009-07-01,0,16.2738110370055,-11.0410109184937,-7.98058771645259,2.74778759794087
2009-08-01,0.522650084,16.1985596930586,-9.86342267697375,-4.79251444976444,-1.01997248232043
2009-09-01,0,16.1201219040774,-0.43347448606922,-21.5051494735983,5.81850205559012
2009-10-01,0,16.0416841150962,-6.50717301693474,-14.9714392607811,5.4369281626197
2009-11-01,0,15.9632463261149,18.7209065300952,-19.1814913230635,-15.5026615331466
2009-12-01,9.418895001,15.8848085371337,18.9340833675931,-4.32040042926683,-21.07959647446
2010-01-01,76.77617795,15.8063707481525,29.4025115765983,17.3616812781348,14.2056143471145
2010-02-01,9.418895001,15.7279329591712,-1.96431234502268,0.326763910995296,-4.67148952414386
2010-03-01,44.58024396,15.7103617168305,7.86076238900977,15.2654115367181,5.7437083174416
2010-04-01,11.53704855,15.6927904744897,-10.0447690972495,5.15306030730929,0.735966865450463
2010-05-01,0.522650084,15.675219232149,-20.1143830196998,2.76512696442433,2.1966869071265
2010-06-01,0.522650084,15.6576479898082,-14.9497187725952,-0.367186423947413,0.181907290734328
2010-07-01,0,15.6400767474675,-11.0410109184937,-7.2660400485114,2.66697421953764
2010-08-01,0.784664841,15.6225055051267,-9.86342267697375,-3.70889729139964,-1.26552069575335
2010-09-01,8.798190261,15.5541066015227,-0.43347448606922,-17.2631315219177,10.9406896674642
2010-10-01,2.640803635,15.4857076979187,-6.50717301693474,-8.34149550583821,2.0037644598543
2010-11-01,11.53704855,15.4173087943146,18.7209065300952,-19.5426831292407,-3.05848364516912
2010-12-01,41.61482899,15.3489098907106,18.9340833675931,4.80474202843755,2.5270937032587
2011-01-01,50.51107391,15.2805109871066,29.4025115765983,2.25972327523413,3.56832807106101
2011-02-01,19.70381508,15.2121120835025,-1.96431234502268,18.1117565326715,-11.6557411911514
2011-03-01,47.54565893,15.1017113349608,7.86076238900977,20.9333365623716,3.64984864365781
2011-04-01,14.50246353,14.991310586419,-10.0447690972495,8.32282291356715,1.23309912726339
2011-05-01,6.453480029,14.8809098378772,-20.1143830196998,6.66924627581395,5.0177069350087
2011-06-01,1.628193833,14.7705090893354,-14.9497187725952,2.33284784642912,-0.525444330169382
2011-07-01,0,14.6601083407936,-11.0410109184937,1.07935266381988,-4.69845008611978
2011-08-01,0,14.5497075922519,-9.86342267697375,-2.84072358327614,-1.84556133200196
2011-09-01,1.153708775,14.3516254893943,-0.43347448606922,-8.83340632921134,-3.93103589911371
2011-10-01,3.737016311,14.1535433865367,-6.50717301693474,-4.99390652747079,1.08455246886886
2011-11-01,35.6310452,13.9554612836791,18.7209065300952,-6.26794118285243,9.22261856907814
2011-12-01,69.57445587,13.7573791808215,18.9340833675931,21.477370912917,15.4056224086684
2012-01-01,17.65524467,13.5592970779639,29.4025115765983,-8.72685973610986,-16.5797042484523
2012-02-01,36.53126046,13.3612149751063,-1.96431234502268,26.5365965999424,-1.40223877002595
2012-03-01,24.66960057,13.1296188153136,7.86076238900977,-16.0812034875143,19.760422853191
2012-04-01,5.606218608,12.8980226555208,-10.0447690972495,7.61793660848798,-4.86497155875931
2012-05-01,0,12.6664264957281,-20.1143830196998,11.2216382107052,-3.77368168673347
2012-06-01,0.522650084,12.4348303359354,-14.9497187725952,3.98900251929074,-0.951463998631013
2012-07-01,0,12.2032341761427,-11.0410109184937,1.89293492065626,-3.05515817830524
2012-08-01,0,11.97163801635,-9.86342267697375,-1.136295311465,-0.971920027911271
2012-09-01,0,11.8600972309156,-0.43347448606922,-7.98058771645259,-3.44603502839381
2012-10-01,0.784664841,11.7485564454812,-6.50717301693474,-4.79251444976444,0.335795862217966
2012-11-01,2.376034442,11.6370156600468,18.7209065300952,-21.5051494735983,-6.47673827454373
2012-12-01,9.418895001,11.5254748746124,18.9340833675931,-14.9714392607811,-6.06922398042445
2013-01-01,36.53126046,11.413934089178,29.4025115765983,-19.1814913230635,14.8963061172872
2013-02-01,25.51686199,11.3023933037436,-1.96431234502268,-4.32040042926683,20.4991814605459
2013-03-01,21.7041856,11.2431033802885,7.86076238900977,17.3616812781348,-14.761361447433
2013-04-01,5.606218608,11.1838134568333,-10.0447690972495,0.326763910995296,4.14041033742093
2013-05-01,0,11.1245235333781,-20.1143830196998,15.2654115367181,-6.27555205039638
2013-06-01,0,11.065233609923,-14.9497187725952,5.15306030730929,-1.26857514463708
2013-07-01,0,11.0059436864678,-11.0410109184937,2.76512696442433,-2.73005973239837
2013-08-01,0,10.9466537630126,-9.86342267697375,-0.367186423947413,-0.716044662091456
2013-09-01,0,10.9014251945065,-0.43347448606922,-7.2660400485114,-3.20191065992592
2013-10-01,1.369911504,10.8561966260005,-6.50717301693474,-3.70889729139964,0.729785186333913
2013-11-01,0.784664841,10.8109680574944,18.7209065300952,-17.2631315219177,-11.484078224672
2013-12-01,11.48409471,10.7657394889883,18.9340833675931,-8.34149550583821,-9.87423264074325
2014-01-01,19.58603205,10.7205109204822,29.4025115765983,-19.5426831292407,-0.994307317839791
2014-02-01,5.606218608,10.6752823519762,-1.96431234502268,4.80474202843755,-7.90949342739104
2014-03-01,6.453480029,10.6327482329064,7.86076238900977,2.25972327523413,-14.2997538681503
2014-04-01,13.6552021,10.5902141138366,-10.0447690972495,18.1117565326715,-5.00199944925858
2014-05-01,3.488065056,10.5476799947668,-20.1143830196998,20.9333365623716,-7.87856848143857
