"Date","Data","Trend","Seasonal12","Remainder"
2007-08-01,5.606218608,29.7492755619037,-14.4688754915037,-9.67418146240008
2007-09-01,0,28.5840983118436,-13.6885663390685,-14.895531972775
2007-10-01,19.58603205,27.4189210617834,-8.53699208551453,0.704103073731151
2007-11-01,47.60052387,26.2642824632395,5.48304953986923,15.8531918668912
2007-12-01,69.57445587,25.1096438646957,24.7367265548901,19.7280854504142
2008-01-01,70.42171729,24.1508885055252,25.9262063213957,20.3446224630792
2008-02-01,21.14986478,23.1921331463546,6.58986848609341,-8.63213685244802
2008-03-01,25.51686199,22.325526590588,16.1070662690855,-12.9157308696735
2008-04-01,8.798190261,21.4589200348214,-3.46228276638497,-9.1984470074364
2008-05-01,1.628193833,20.1506170069331,-11.1675679938184,-7.35485518011469
2008-06-01,0,18.8423139790449,-13.7722267234591,-5.0700872555858
2008-07-01,0,18.080828490578,-13.7464042880549,-4.33442420252309
2008-08-01,0,17.3193430021112,-14.4688754915037,-2.85046751060749
2008-09-01,0,17.3689252074648,-13.6885663390685,-3.68035886839631
2008-10-01,15.47076229,17.4185074128185,-8.53699208551453,6.58924696269603
2008-11-01,42.46209041,17.528186981422,5.48304953986923,19.4508538887088
2008-12-01,62.74341067,17.6378665500255,24.7367265548901,20.3688175650844
2009-01-01,9.418895001,17.4248708475177,25.9262063213957,-33.9321821679134
2009-02-01,26.36412342,17.2118751450099,6.58986848609341,2.56237978889667
2009-03-01,38.64941402,16.3002212951969,16.1070662690855,6.24212645571757
2009-04-01,10.63683329,15.3885674453839,-3.46228276638497,-1.28945138899893
2009-05-01,0.522650084,13.971799495756,-11.1675679938184,-2.2815814179376
2009-06-01,0.522650084,12.5550315461282,-13.7722267234591,1.73984526133091
2009-07-01,0,12.1255936495048,-13.7464042880549,1.62081063855011
2009-08-01,0.522650084,11.6961557528815,-14.4688754915037,3.29536982262221
2009-09-01,0,11.8989089718147,-13.6885663390685,1.78965736725384
2009-10-01,0,12.1016621907479,-8.53699208551453,-3.56467010523336
2009-11-01,0,12.304061548072,5.48304953986923,-17.7871110879412
2009-12-01,9.418895001,12.5064609053961,24.7367265548901,-27.8242924592862
2010-01-01,76.77617795,12.8105164951793,25.9262063213957,38.039455133425
2010-02-01,9.418895001,13.1145720849626,6.58986848609341,-10.285545570056
2010-03-01,44.58024396,13.7349985307196,16.1070662690855,14.7381791601949
2010-04-01,11.53704855,14.3554249764765,-3.46228276638497,0.643906339908463
2010-05-01,0.522650084,14.9237334495504,-11.1675679938184,-3.23351537173199
2010-06-01,0.522650084,15.4920419226243,-13.7722267234591,-1.19716511516526
2010-07-01,0,15.6214089416808,-13.7464042880549,-1.87500465362585
2010-08-01,0.784664841,15.7507759607372,-14.4688754915037,-0.497235628233557
2010-09-01,8.798190261,15.9917259856106,-13.6885663390685,6.4950306144579
2010-10-01,2.640803635,16.232676010484,-8.53699208551453,-5.05488028996949
2010-11-01,11.53704855,16.6139163611154,5.48304953986923,-10.5599173509846
2010-12-01,41.61482899,16.9951567117467,24.7367265548901,-0.117054276636832
2011-01-01,50.51107391,17.131480778299,25.9262063213957,7.45338681030531
2011-02-01,19.70381508,17.2678048448513,6.58986848609341,-4.15385825094474
2011-03-01,47.54565893,17.3660300258886,16.1070662690855,14.0725626350259
2011-04-01,14.50246353,17.4642552069259,-3.46228276638497,0.500491089459121
2011-05-01,6.453480029,17.9500471773088,-11.1675679938184,-0.328999154490376
2011-06-01,1.628193833,18.4358391476918,-13.7722267234591,-3.03541859123268
2011-07-01,0,18.523214055823,-13.7464042880549,-4.77680976776805
2011-08-01,0,18.6105889639542,-14.4688754915037,-4.14171347245053
2011-09-01,1.153708775,18.1927324284342,-13.6885663390685,-3.35045731436572
2011-10-01,3.737016311,17.7748758929143,-8.53699208551453,-5.50086749639975
2011-11-01,35.6310452,17.3494944286955,5.48304953986923,12.7985012314353
2011-12-01,69.57445587,16.9241129644767,24.7367265548901,27.9136163506332
2012-01-01,17.65524467,16.6480891324623,25.9262063213957,-24.919050783858
2012-02-01,36.53126046,16.3720653004479,6.58986848609341,13.5693266734587
2012-03-01,24.66960057,15.6560731312553,16.1070662690855,-7.09353883034077
2012-04-01,5.606218608,14.9400809620626,-3.46228276638497,-5.87157958767761
2012-05-01,0,13.3385205731573,-11.1675679938184,-2.17095257933888
2012-06-01,0.522650084,11.7369601842521,-13.7722267234591,2.55791662320704
2012-07-01,0,10.4796292113215,-13.7464042880549,3.26677507673346
2012-08-01,0,9.22229823839088,-14.4688754915037,5.24657725311278
2012-09-01,0,8.73690957368418,-13.6885663390685,4.95165676538434
2012-10-01,0.784664841,8.25152090897748,-8.53699208551453,1.07013601753705
