"Date","Data","Trend","Seasonal33","Seasonal33.1","Remainder"
2007-08-01,5.606218608,18.6751625950499,-4.64522667103849,5.66784311613796e-09,-8.42371732167924
2007-09-01,0,18.6252313444043,-7.75999474914496,5.66786117576582e-09,-10.8652366009272
2007-10-01,19.58603205,18.5753000937587,-6.74665970421579,5.66784107147722e-09,7.7573916547892
2007-11-01,47.60052387,18.5253688431132,1.00918279766068,5.66784553549896e-09,28.0659722235583
2007-12-01,69.57445587,18.4754375924676,11.0209628273736,5.66789280787017e-09,40.0780554444909
2008-01-01,70.42171729,18.425506341822,9.26688187792126,5.66787555777992e-09,42.7293290645888
2008-02-01,21.14986478,18.3755750911765,-4.17569204563982,5.66781189574132e-09,6.94998172879552
2008-03-01,25.51686199,18.3212054795384,7.32158057958216,5.66782687912622e-09,-0.125924074788347
2008-04-01,8.798190261,18.2668358679002,5.18642189357776,5.6678507720509e-09,-14.6550675061458
2008-05-01,1.628193833,18.2124662562621,-7.65206691717772,5.66782617135904e-09,-8.93220551175222
2008-06-01,0,18.158096644624,4.71510257451244,5.66783288358241e-09,-22.8731992248043
2008-07-01,0,18.1037270329859,-3.53584232261239,5.66783913321286e-09,-14.5678847160413
2008-08-01,0,18.0493574213477,-10.8159658093526,5.66782917358714e-09,-7.23339161766297
2008-09-01,0,17.9317682267701,-12.0612027628226,5.66783944777605e-09,-5.87056546961539
2008-10-01,15.47076229,17.8141790321925,-4.96566817089018,5.66785772019666e-09,2.62225142302982
2008-11-01,42.46209041,17.6965898376149,0.723166734819864,5.66785386679758e-09,24.0423338318974
2008-12-01,62.74341067,17.5790006430373,15.5791628707893,5.66788144196195e-09,29.5852471505056
2009-01-01,9.418895001,17.4614114484597,-9.63578532989333,5.66784886385507e-09,1.59326887676581
2009-02-01,26.36412342,17.343822253882,14.939499189924,5.66792753703416e-09,-5.91919802947396
2009-03-01,38.64941402,17.0343906482519,38.3031331545882,5.66788496692006e-09,-16.6881097885079
2009-04-01,10.63683329,16.7249590426217,-1.41347948090981,5.66785627459376e-09,-4.67464627737977
2009-05-01,0.522650084,16.4155274369916,3.21672014078796,5.66783705385765e-09,-19.1095974994474
2009-06-01,0.522650084,16.1060958313614,-2.4021402674133,5.66780917338194e-09,-13.1813054856159
2009-07-01,0,15.7966642257312,-11.8831867536146,5.6678338133942e-09,-3.91347747778445
2009-08-01,0.522650084,15.4872326201011,-14.1130014788636,5.66781110239445e-09,-0.851581062905323
2009-09-01,0,15.4421173892392,-13.9310297538967,5.66780998523253e-09,-1.51108764101031
2009-10-01,0,15.3970021583773,-14.0103830709298,5.66783989186526e-09,-1.38661909311531
2009-11-01,0,15.3518869275154,-13.8284113459629,5.66780852806481e-09,-1.5234755872203
2009-12-01,9.418895001,15.3067716966535,-9.04445929082159,5.66781310079589e-09,3.15658258950029
2010-01-01,76.77617795,15.2616564657916,25.1010191588029,5.66782280136957e-09,36.4135023197377
2010-02-01,9.418895001,15.2165412349297,-7.70743296057266,5.6678457621695e-09,1.90978672097516
2010-03-01,44.58024396,15.2501794620383,13.4349606817616,5.66790147454865e-09,15.8951038105322
2010-04-01,11.53704855,15.283817689147,10.5098345907101,5.66790156475427e-09,-14.2566037355249
2010-05-01,0.522650084,15.3174559162556,-4.64522667103849,5.66784311613796e-09,-10.149579166885
2010-06-01,0.522650084,15.3510941433643,-7.75999474914496,5.66786117576582e-09,-7.06844931588715
2010-07-01,0,15.3847323704729,-6.74665970421579,5.66784107147722e-09,-8.63807267192496
2010-08-01,0.784664841,15.4183705975815,1.00918279766068,5.66784553549896e-09,-15.6428885599101
2010-09-01,8.798190261,15.4866892146832,11.0209628273736,5.66789280787017e-09,-17.7094617867246
2010-10-01,2.640803635,15.5550078317848,9.26688187792126,5.66787555777992e-09,-22.1810860803739
