"Date","Data","Trend","Seasonal22","Seasonal37","Remainder"
2007-08-01,5.606218608,17.491722697312,-14.8378797912791,0.198118549020636,2.75425715294641
2007-09-01,0,17.4708689788529,10.5152781811746,-25.7251023478296,-2.26104481219791
2007-10-01,19.58603205,17.4500152603937,-6.08352844992555,1.65651643785802,6.56302880167381
2007-11-01,47.60052387,17.4291615419346,13.83111259893,9.13886762860949,7.20138210052589
2007-12-01,69.57445587,17.4083078234755,20.6423194533667,20.3740558979287,11.1497726952291
2008-01-01,70.42171729,17.3874541050163,-4.98882042684113,37.4928339651348,20.53024964669
2008-02-01,21.14986478,17.3666003865572,-22.001319938556,20.3334992022764,5.45108512972245
2008-03-01,25.51686199,17.3456323338695,10.6491908176208,6.31854966313703,-8.79651082462729
2008-04-01,8.798190261,17.3246642811817,0.576302643617737,-13.7287515592369,4.62597489543738
2008-05-01,1.628193833,17.303696228494,6.18383058359117,-14.1749486731313,-7.68438430595393
2008-06-01,0,17.2827281758063,10.2942811611649,-27.7598834668037,0.182874129832467
2008-07-01,0,17.2617601231186,10.1740596525826,-31.0495712871886,3.61375151148748
2008-08-01,0,17.2407920704308,-16.0192348289707,-4.43506083118717,3.213503589727
2008-09-01,0,17.2024632618596,-32.8117716379932,13.8933669304681,1.7159414456655
2008-10-01,15.47076229,17.1641344532884,-5.45310693913809,7.70543062573874,-3.94569584988901
2008-11-01,42.46209041,17.1258056447171,-13.015898868867,47.1248959058913,-8.77271227174137
2008-12-01,62.74341067,17.0874768361459,21.5231762062743,11.3669047614976,12.7658528660822
2009-01-01,9.418895001,17.0491480275747,-8.87266361014348,7.41960527537439,-6.17719469180557
2009-02-01,26.36412342,17.0108192190034,15.1590248001122,-1.84621226357624,-3.95950833553937
2009-03-01,38.64941402,16.9075253167755,17.8048625598091,6.7170517276777,-2.78002558426237
2009-04-01,10.63683329,16.8042314145476,-20.1635278295606,17.4666969690628,-3.47056726404986
2009-05-01,0.522650084,16.7009375123198,6.89431478068971,-14.3587419351567,-8.71386027385281
2009-06-01,0.522650084,16.5976436100919,-14.8378797912791,0.206007585025473,-1.44312131983826
2009-07-01,0,16.494349707864,10.5152781811746,-29.8228526694388,2.8132247804002
2009-08-01,0.522650084,16.3910558056361,-6.08352844992555,-5.95911515387515,-3.82576211783538
2009-09-01,0,16.2573493406111,13.83111259893,-27.6862895468969,-2.4021723926442
2009-10-01,0,16.1236428755861,20.6423194533667,-31.5041440954299,-5.26181823352298
2009-11-01,0,15.9899364105611,-4.98882042684113,3.93203427689278,-14.9331502606128
2009-12-01,9.418895001,15.8562299455362,-22.001319938556,17.2899759153332,-1.72599092131336
2010-01-01,76.77617795,15.7225234805112,10.6491908176208,40.117243020448,10.2872206314201
2010-02-01,9.418895001,15.5888170154862,0.576302643617737,-3.02236859679099,-3.72385606131294
2010-03-01,44.58024396,15.5577628875283,6.18383058359117,12.0520277673566,10.786622721524
2010-04-01,11.53704855,15.5267087595703,10.2942811611649,-19.2381590204836,4.9542176497484
